No,Tahun,Bulan,Kode,Nama,Luas Tan Akhir Bulan Lalu,Luas Panen Habis,Luas Panen Belum Habis,Luas Rusak,Luas Tambah Tanam,Luas Tan Akhir,Produksi Habis (Kw),Produksi Belum Habis (Kw),Harga Jual Petani (Rp/Kg),Produksi_Habis_kg,Produksi_BelumHabis_kg,Produksi_kg,Luas_Panen_ha,Bulan_Angka,is_zero_produksi,is_outlier,Periode,Suhu_Rata,Curah_Hujan,Total_Pupuk_Kg,bulan_sin,bulan_cos,lag1_produksi,rolling3_produksi,komoditas_id,komoditas_oh_Bawang Daun,komoditas_oh_Bawang Merah,komoditas_oh_Bawang Putih,komoditas_oh_Bayam,komoditas_oh_Buncis,komoditas_oh_Cabai Besar,komoditas_oh_Cabai Keriting,komoditas_oh_Cabai Rawit,komoditas_oh_Jamur Lainnya,komoditas_oh_Jamur Merang,komoditas_oh_Jamur Tiram,komoditas_oh_Kacang Panjang,komoditas_oh_Kangkung,komoditas_oh_Kembang Kol,komoditas_oh_Kentang,komoditas_oh_Kubis,komoditas_oh_Labu Siam,komoditas_oh_Melon,komoditas_oh_Mentimun,komoditas_oh_Paprika,komoditas_oh_Petsai/Sawi,komoditas_oh_Semangka,komoditas_oh_Stroberi,komoditas_oh_Terung,komoditas_oh_Tomat,komoditas_oh_Wortel,split
85,2023,April,CBBKR,Cabai Keriting,11,2,9,0,2,11,190.0,855,32000,19000.0,85500,0.8708333333333333,0.9166666666666666,4,0,False,2023-04-01,0.2068965517241379,0.6981674452030183,0.0,0.9330127018922194,0.2500000000000001,0.8708333333333333,0.8181818181818181,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
111,2023,Mei,CBBKR,Cabai Keriting,11,2,9,0,2,11,190.0,855,32000,19000.0,85500,0.8708333333333333,0.9166666666666666,5,0,False,2023-05-01,0.3103448275862073,0.6126482213438734,0.0,0.75,0.06698729810778065,0.8708333333333333,0.9393939393939394,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
137,2023,Juni,CBBKR,Cabai Keriting,11,1,10,0,2,12,95.0,950,32000,9500.0,95000,0.8708333333333333,0.9166666666666666,6,0,False,2023-06-01,0.2068965517241379,0.6658282429033416,0.0,0.5000000000000001,0.0,0.8708333333333333,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
163,2023,Juli,CBBKR,Cabai Keriting,12,2,0,0,2,12,180.0,0,32000,18000.0,0,0.15,0.16666666666666666,7,0,False,2023-07-01,0.1034482758620694,0.02227811713977723,0.0,0.2500000000000001,0.06698729810778059,0.8708333333333333,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
189,2023,Agustus,CBBKR,Cabai Keriting,12,1,0,0,1,12,90.0,0,28000,9000.0,0,0.075,0.08333333333333333,8,0,False,2023-08-01,0.4137931034482749,0.0,0.0,0.06698729810778081,0.24999999999999978,0.15,0.7240829346092504,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
215,2023,September,CBBKR,Cabai Keriting,12,5,0,0,5,12,450.0,0,25000,45000.0,0,0.375,0.41666666666666663,9,0,False,2023-09-01,0.7241379310344831,0.22385914480776137,0.0,0.0,0.4999999999999999,0.075,0.4194577352472089,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
241,2023,Oktober,CBBKR,Cabai Keriting,12,2,0,0,2,12,180.0,0,25000,18000.0,0,0.15,0.16666666666666666,10,0,False,2023-10-01,1.0000000000000009,0.6572044556234279,0.0,0.0669872981077807,0.75,0.375,0.2296650717703349,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
267,2023,November,CBBKR,Cabai Keriting,12,7,5,0,7,12,665.0,475,35000,66500.0,47500,0.9500000000000001,1.0,11,0,False,2023-11-01,0.4827586206896557,0.9999999999999999,0.0,0.24999999999999978,0.9330127018922192,0.15,0.2296650717703349,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
293,2023,Desember,CBBKR,Cabai Keriting,12,5,0,0,5,12,475.0,0,35000,47500.0,0,0.39583333333333337,0.41666666666666663,12,0,False,2023-12-01,0.4137931034482749,0.9690980955803089,0.0,0.4999999999999999,1.0,0.9500000000000001,0.5645933014354066,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
319,2024,Januari,CBBKR,Cabai Keriting,12,4,8,0,3,11,400.0,800,35000,40000.0,80000,1.0,1.0,1,0,False,2024-01-01,0.2413793103448283,0.6015091627739849,0.0,0.75,0.9330127018922194,0.39583333333333337,0.5725677830940988,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
345,2024,Februari,CBBKR,Cabai Keriting,11,3,0,0,3,11,300.0,0,35000,30000.0,0,0.25,0.25,2,0,False,2024-02-01,0.2758620689655169,0.7236794825727632,0.0,0.9330127018922193,0.75,1.0,0.8979266347687399,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
371,2024,Maret,CBBKR,Cabai Keriting,11,4,7,0,2,9,400.0,700,25000,40000.0,70000,0.9166666666666667,0.9166666666666666,3,0,False,2024-03-01,0.2413793103448283,0.7240388070427596,0.0,1.0,0.5,0.25,0.6299840510366825,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
397,2024,April,CBBKR,Cabai Keriting,0,0,0,0,0,0,0.0,0,31666,0.0,0,0.0,0.0,4,1,False,2024-04-01,0.4482758620689653,0.6981674452030183,0.0,0.9330127018922194,0.2500000000000001,0.9166666666666667,0.8293460925039873,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
423,2024,Mei,CBBKR,Cabai Keriting,0,0,0,0,0,0,0.0,0,31666,0.0,0,0.0,0.0,5,1,False,2024-05-01,0.5172413793103443,0.6126482213438734,0.0,0.75,0.06698729810778065,0.0,0.44657097288676234,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
449,2024,Juni,CBBKR,Cabai Keriting,0,0,0,0,0,0,0.0,0,31666,0.0,0,0.0,0.0,6,1,False,2024-06-01,0.2068965517241379,0.6658282429033416,0.0,0.5000000000000001,0.0,0.0,0.3508771929824561,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
475,2024,Juli,CBBKR,Cabai Keriting,0,0,0,0,0,0,0.0,0,31666,0.0,0,0.0,0.0,7,1,False,2024-07-01,0.068965517241379,0.02227811713977723,0.0,0.2500000000000001,0.06698729810778059,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
501,2024,Agustus,CBBKR,Cabai Keriting,0,0,0,0,0,0,0.0,0,31666,0.0,0,0.0,0.0,8,1,False,2024-08-01,0.3793103448275863,0.0,0.0,0.06698729810778081,0.24999999999999978,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
527,2024,September,CBBKR,Cabai Keriting,0,0,0,0,0,0,0.0,0,31666,0.0,0,0.0,0.0,9,1,False,2024-09-01,0.3793103448275863,0.22385914480776137,0.0,0.0,0.4999999999999999,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
553,2024,Oktober,CBBKR,Cabai Keriting,0,0,0,0,0,0,0.0,0,31666,0.0,0,0.0,0.0,10,1,False,2024-10-01,0.5517241379310347,0.6572044556234279,0.0,0.0669872981077807,0.75,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
579,2024,November,CBBKR,Cabai Keriting,0,0,0,0,0,0,0.0,0,31666,0.0,0,0.0,0.0,11,1,False,2024-11-01,0.2413793103448283,0.9999999999999999,0.0,0.24999999999999978,0.9330127018922192,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
605,2024,Desember,CBBKR,Cabai Keriting,0,0,0,0,0,0,0.0,0,31666,0.0,0,0.0,0.0,12,1,False,2024-12-01,0.1724137931034484,0.9690980955803089,0.0,0.4999999999999999,1.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
631,2025,Januari,CBBKR,Cabai Keriting,7,0,7,0,2,9,0.0,665,30000,0.0,66500,0.5541666666666667,0.5833333333333333,1,0,False,2025-01-01,0.03448275862069039,0.6015091627739849,0.0,0.75,0.9330127018922194,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
657,2025,Februari,CBBKR,Cabai Keriting,9,5,4,0,7,11,475.0,380,32000,47500.0,38000,0.7125,0.75,2,0,False,2025-02-01,0.0,0.6845131153431548,0.0,0.9330127018922193,0.75,0.5541666666666667,0.21212121212121213,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
683,2025,Maret,CBBKR,Cabai Keriting,11,2,9,0,2,11,190.0,855,32000,19000.0,85500,0.8708333333333333,0.9166666666666666,3,0,False,2025-03-01,0.1724137931034484,0.7240388070427596,0.0,1.0,0.5,0.7125,0.4848484848484848,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
709,2025,April,CBBKR,Cabai Keriting,11,2,9,0,2,11,190.0,855,32000,19000.0,85500,0.8708333333333333,0.9166666666666666,4,0,False,2025-04-01,0.13793103448275978,0.6981674452030183,0.0,0.9330127018922194,0.2500000000000001,0.8708333333333333,0.8181818181818181,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
735,2025,Mei,CBBKR,Cabai Keriting,11,2,9,0,2,11,190.0,855,32000,19000.0,85500,0.8708333333333333,0.9166666666666666,5,0,False,2025-05-01,0.2413793103448283,0.6126482213438734,0.0,0.75,0.06698729810778065,0.8708333333333333,0.9393939393939394,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,val
761,2025,Juni,CBBKR,Cabai Keriting,11,1,10,0,2,12,95.0,950,32000,9500.0,95000,0.8708333333333333,0.9166666666666666,6,0,False,2025-06-01,0.068965517241379,0.6658282429033416,0.0,0.5000000000000001,0.0,0.8708333333333333,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,val
787,2025,Juli,CBBKR,Cabai Keriting,12,2,0,0,2,12,180.0,0,32000,18000.0,0,0.15,0.16666666666666666,7,0,False,2025-07-01,0.068965517241379,0.02227811713977723,0.0,0.2500000000000001,0.06698729810778059,0.8708333333333333,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,val
813,2025,Agustus,CBBKR,Cabai Keriting,12,1,0,0,1,12,90.0,0,28000,9000.0,0,0.075,0.08333333333333333,8,0,False,2025-08-01,0.068965517241379,0.0,0.0,0.06698729810778081,0.24999999999999978,0.15,0.7240829346092504,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,val
839,2025,September,CBBKR,Cabai Keriting,12,5,0,0,5,12,450.0,0,25000,45000.0,0,0.375,0.41666666666666663,9,0,False,2025-09-01,0.2758620689655169,0.22385914480776137,0.0,0.0,0.4999999999999999,0.075,0.4194577352472089,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,val
865,2025,Oktober,CBBKR,Cabai Keriting,12,2,0,0,2,12,180.0,0,25000,18000.0,0,0.15,0.16666666666666666,10,0,False,2025-10-01,0.4137931034482749,0.6572044556234279,0.0,0.0669872981077807,0.75,0.375,0.2296650717703349,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
891,2025,November,CBBKR,Cabai Keriting,12,7,5,0,7,12,665.0,475,35000,66500.0,47500,0.9500000000000001,1.0,11,0,False,2025-11-01,0.2758620689655169,0.9999999999999999,0.0,0.24999999999999978,0.9330127018922192,0.15,0.2296650717703349,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
917,2025,Desember,CBBKR,Cabai Keriting,12,5,0,0,5,12,475.0,0,35000,47500.0,0,0.39583333333333337,0.41666666666666663,12,0,False,2025-12-01,0.1724137931034484,0.9690980955803089,0.0,0.4999999999999999,1.0,0.9500000000000001,0.5645933014354066,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
943,2026,Januari,CBBKR,Cabai Keriting,12,4,8,0,3,11,400.0,800,35000,40000.0,80000,1.0,1.0,1,0,False,2026-01-01,-0.1724137931034475,0.6015091627739849,0.0,0.75,0.9330127018922194,0.39583333333333337,0.5725677830940988,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
971,2026,Februari,CBBKR,Cabai Keriting,11,3,0,0,3,11,300.0,0,35000,30000.0,0,0.25,0.25,2,0,False,2026-02-01,-0.068965517241379,0.6884656845131153,0.0,0.9330127018922193,0.75,1.0,0.8979266347687399,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
999,2026,Maret,CBBKR,Cabai Keriting,11,4,7,0,2,9,400.0,700,25000,40000.0,70000,0.9166666666666667,0.9166666666666666,3,0,False,2026-03-01,0.1034482758620694,0.7226015091627739,0.0,1.0,0.5,0.25,0.6299840510366825,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
86,2023,April,CRW,Cabai Rawit,15,3,12,0,3,15,285.0,1140,19000,28500.0,114000,0.95,1.0,4,0,False,2023-04-01,0.2068965517241379,0.6981674452030183,0.0,0.9330127018922194,0.2500000000000001,0.8866666666666667,0.6325802615933414,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
112,2023,Mei,CRW,Cabai Rawit,15,1,14,0,1,15,95.0,1330,19000,9500.0,133000,0.95,1.0,5,0,False,2023-05-01,0.3103448275862073,0.6126482213438734,0.0,0.75,0.06698729810778065,0.95,0.8810939357907254,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
138,2023,Juni,CRW,Cabai Rawit,15,1,14,0,1,15,95.0,1260,19000,9500.0,126000,0.9033333333333333,1.0,6,0,False,2023-06-01,0.2068965517241379,0.6658282429033416,0.0,0.5000000000000001,0.0,0.95,0.9940546967895364,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
164,2023,Juli,CRW,Cabai Rawit,15,2,0,0,2,15,180.0,0,33000,18000.0,0,0.12,0.13333333333333333,7,0,False,2023-07-01,0.1034482758620694,0.02227811713977723,0.0,0.2500000000000001,0.06698729810778059,0.9033333333333333,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
190,2023,Agustus,CRW,Cabai Rawit,15,2,0,0,2,15,180.0,0,29000,18000.0,0,0.12,0.13333333333333333,8,0,False,2023-08-01,0.4137931034482749,0.0,0.0,0.06698729810778081,0.24999999999999978,0.12,0.7039239001189062,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
216,2023,September,CRW,Cabai Rawit,15,4,0,0,4,15,360.0,0,32000,36000.0,0,0.24,0.26666666666666666,9,0,False,2023-09-01,0.7241379310344831,0.22385914480776137,0.0,0.0,0.4999999999999999,0.12,0.40784780023781214,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
242,2023,Oktober,CRW,Cabai Rawit,15,2,0,0,2,15,180.0,0,35000,18000.0,0,0.12,0.13333333333333333,10,0,False,2023-10-01,1.0000000000000009,0.6572044556234279,0.0,0.0669872981077807,0.75,0.24,0.17122473246135553,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
268,2023,November,CRW,Cabai Rawit,15,7,5,0,7,15,665.0,475,35000,66500.0,47500,0.76,0.8,11,0,False,2023-11-01,0.4827586206896557,0.9999999999999999,0.0,0.24999999999999978,0.9330127018922192,0.12,0.17122473246135553,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
294,2023,Desember,CRW,Cabai Rawit,15,2,0,0,2,15,190.0,0,35000,19000.0,0,0.12666666666666668,0.13333333333333333,12,0,False,2023-12-01,0.4137931034482749,0.9690980955803089,0.0,0.4999999999999999,1.0,0.76,0.3995243757431629,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
320,2024,Januari,CRW,Cabai Rawit,15,5,10,0,5,15,500.0,1000,40000,50000.0,100000,1.0,1.0,1,0,False,2024-01-01,0.2413793103448283,0.6015091627739849,0.0,0.75,0.9330127018922194,0.12666666666666668,0.3590963139120095,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
346,2024,Februari,CRW,Cabai Rawit,15,4,0,0,3,14,400.0,0,55000,40000.0,0,0.26666666666666666,0.26666666666666666,2,0,False,2024-02-01,0.2758620689655169,0.7236794825727632,0.0,0.9330127018922193,0.75,1.0,0.6730083234244947,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
372,2024,Maret,CRW,Cabai Rawit,14,3,11,0,2,13,300.0,1100,50000,30000.0,110000,0.9333333333333333,0.9333333333333333,3,0,False,2024-03-01,0.2413793103448283,0.7240388070427596,0.0,1.0,0.5,0.26666666666666666,0.4970273483947682,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
398,2024,April,CRW,Cabai Rawit,0,0,0,0,0,0,0.0,0,48333,0.0,0,0.0,0.0,4,1,False,2024-04-01,0.4482758620689653,0.6981674452030183,0.0,0.9330127018922194,0.2500000000000001,0.9333333333333333,0.7847800237812129,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
424,2024,Mei,CRW,Cabai Rawit,0,0,0,0,0,0,0.0,0,48333,0.0,0,0.0,0.0,5,1,False,2024-05-01,0.5172413793103443,0.6126482213438734,0.0,0.75,0.06698729810778065,0.0,0.42806183115338886,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
450,2024,Juni,CRW,Cabai Rawit,0,0,0,0,0,0,0.0,0,48333,0.0,0,0.0,0.0,6,1,False,2024-06-01,0.2068965517241379,0.6658282429033416,0.0,0.5000000000000001,0.0,0.0,0.3329369797859691,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
476,2024,Juli,CRW,Cabai Rawit,0,0,0,0,0,0,0.0,0,48333,0.0,0,0.0,0.0,7,1,False,2024-07-01,0.068965517241379,0.02227811713977723,0.0,0.2500000000000001,0.06698729810778059,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
502,2024,Agustus,CRW,Cabai Rawit,0,0,0,0,0,0,0.0,0,48333,0.0,0,0.0,0.0,8,1,False,2024-08-01,0.3793103448275863,0.0,0.0,0.06698729810778081,0.24999999999999978,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
528,2024,September,CRW,Cabai Rawit,0,0,0,0,0,0,0.0,0,48333,0.0,0,0.0,0.0,9,1,False,2024-09-01,0.3793103448275863,0.22385914480776137,0.0,0.0,0.4999999999999999,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
554,2024,Oktober,CRW,Cabai Rawit,0,0,0,0,0,0,0.0,0,48333,0.0,0,0.0,0.0,10,1,False,2024-10-01,0.5517241379310347,0.6572044556234279,0.0,0.0669872981077807,0.75,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
580,2024,November,CRW,Cabai Rawit,0,0,0,0,0,0,0.0,0,48333,0.0,0,0.0,0.0,11,1,False,2024-11-01,0.2413793103448283,0.9999999999999999,0.0,0.24999999999999978,0.9330127018922192,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
606,2024,Desember,CRW,Cabai Rawit,0,0,0,0,0,0,0.0,0,48333,0.0,0,0.0,0.0,12,1,False,2024-12-01,0.1724137931034484,0.9690980955803089,0.0,0.4999999999999999,1.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
