No,Tahun,Bulan,Kode,Nama,Luas Tan Akhir Bulan Lalu,Luas Panen Habis,Luas Panen Belum Habis,Luas Rusak,Luas Tambah Tanam,Luas Tan Akhir,Produksi Habis (Kw),Produksi Belum Habis (Kw),Harga Jual Petani (Rp/Kg),Produksi_Habis_kg,Produksi_BelumHabis_kg,Produksi_kg,Luas_Panen_ha,Bulan_Angka,is_zero_produksi,is_outlier,Periode,Suhu_Rata,Curah_Hujan,Total_Pupuk_Kg,bulan_sin,bulan_cos,lag1_produksi,rolling3_produksi,komoditas_id,komoditas_oh_Bawang Daun,komoditas_oh_Bawang Merah,komoditas_oh_Bawang Putih,komoditas_oh_Bayam,komoditas_oh_Buncis,komoditas_oh_Cabai Besar,komoditas_oh_Cabai Keriting,komoditas_oh_Cabai Rawit,komoditas_oh_Jamur Lainnya,komoditas_oh_Jamur Merang,komoditas_oh_Jamur Tiram,komoditas_oh_Kacang Panjang,komoditas_oh_Kangkung,komoditas_oh_Kembang Kol,komoditas_oh_Kentang,komoditas_oh_Kubis,komoditas_oh_Labu Siam,komoditas_oh_Melon,komoditas_oh_Mentimun,komoditas_oh_Paprika,komoditas_oh_Petsai/Sawi,komoditas_oh_Semangka,komoditas_oh_Stroberi,komoditas_oh_Terung,komoditas_oh_Tomat,komoditas_oh_Wortel,split
79,2023,April,BWD,Bawang Daun,10,2,0,0,2,10,360.0,0,5500,36000.0,0,36000.0,2,4,0,False,2023-04-01,23.3,309.0,250.0,0.8660254037844387,-0.49999999999999983,54000.0,36000.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
105,2023,Mei,BWD,Bawang Daun,10,1,0,0,1,10,180.0,0,5500,18000.0,0,18000.0,1,5,0,False,2023-05-01,23.6,285.2,250.0,0.49999999999999994,-0.8660254037844387,36000.0,42000.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
131,2023,Juni,BWD,Bawang Daun,10,1,0,0,1,10,80.0,0,5500,8000.0,0,8000.0,1,6,0,False,2023-06-01,23.3,300.0,250.0,1.2246467991473532e-16,-1.0,18000.0,36000.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
157,2023,Juli,BWD,Bawang Daun,10,2,0,0,2,10,120.0,0,7500,12000.0,0,12000.0,2,7,0,False,2023-07-01,23.0,120.9,250.0,-0.4999999999999998,-0.8660254037844388,8000.0,20666.666666666668,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
183,2023,Agustus,BWD,Bawang Daun,10,2,0,0,2,10,140.0,0,6000,14000.0,0,14000.0,2,8,0,False,2023-08-01,23.9,114.7,250.0,-0.8660254037844384,-0.5000000000000004,12000.0,12666.666666666666,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
209,2023,September,BWD,Bawang Daun,10,2,0,0,2,10,160.0,0,8000,16000.0,0,16000.0,2,9,0,False,2023-09-01,24.8,177.0,250.0,-1.0,-1.8369701987210297e-16,14000.0,11333.333333333334,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
235,2023,Oktober,BWD,Bawang Daun,10,2,0,0,2,10,145.0,0,7000,14500.0,0,14500.0,2,10,0,False,2023-10-01,25.6,297.6,250.0,-0.8660254037844386,0.5000000000000001,16000.0,14000.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
261,2023,November,BWD,Bawang Daun,10,5,0,0,5,10,375.0,0,8000,37500.0,0,37500.0,5,11,0,False,2023-11-01,24.1,393.0,250.0,-0.5000000000000004,0.8660254037844384,14500.0,14833.333333333334,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
287,2023,Desember,BWD,Bawang Daun,10,3,0,0,3,10,240.0,0,8000,24000.0,0,24000.0,3,12,0,False,2023-12-01,23.9,384.4,250.0,-2.4492935982947064e-16,1.0,37500.0,22666.666666666668,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
313,2024,Januari,BWD,Bawang Daun,10,3,0,0,7,14,600.0,0,6000,60000.0,0,60000.0,3,1,0,False,2024-01-01,23.4,282.1,250.0,0.49999999999999994,0.8660254037844387,24000.0,25333.333333333332,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
339,2024,Februari,BWD,Bawang Daun,14,3,0,0,2,13,600.0,0,8000,60000.0,0,60000.0,3,2,0,False,2024-02-01,23.5,316.1,250.0,0.8660254037844386,0.5000000000000001,60000.0,40500.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
365,2024,Maret,BWD,Bawang Daun,13,3,0,0,6,16,600.0,0,10000,60000.0,0,60000.0,3,3,0,False,2024-03-01,23.4,316.2,250.0,1.0,6.123233995736766e-17,60000.0,48000.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
391,2024,April,BWD,Bawang Daun,18,2,14,0,1,17,100.0,1264,6000,10000.0,126400,136400.0,16,4,0,True,2024-04-01,24.0,309.0,250.0,0.8660254037844387,-0.49999999999999983,60000.0,60000.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
417,2024,Mei,BWD,Bawang Daun,9,6,4,0,11,10,315.0,990,6000,31500.0,99000,130500.0,10,5,0,True,2024-05-01,24.2,285.2,250.0,0.49999999999999994,-0.8660254037844387,136400.0,85466.66666666667,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
443,2024,Juni,BWD,Bawang Daun,12,1,14,0,10,13,974.0,1380,6000,97400.0,138000,235400.0,15,6,0,True,2024-06-01,23.3,300.0,250.0,1.2246467991473532e-16,-1.0,130500.0,108966.66666666667,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
469,2024,Juli,BWD,Bawang Daun,14,6,9,0,13,4,443.0,529,6000,44300.0,52900,97200.0,15,7,0,False,2024-07-01,22.9,120.9,250.0,-0.4999999999999998,-0.8660254037844388,235400.0,167433.33333333334,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
495,2024,Agustus,BWD,Bawang Daun,0,0,0,0,0,0,0.0,0,6260,0.0,0,0.0,0,8,1,False,2024-08-01,23.8,114.7,250.0,-0.8660254037844384,-0.5000000000000004,97200.0,154366.66666666666,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
521,2024,September,BWD,Bawang Daun,5,8,1,0,14,5,251.0,708,6000,25100.0,70800,95900.0,9,9,0,False,2024-09-01,23.8,177.0,250.0,-1.0,-1.8369701987210297e-16,0.0,110866.66666666667,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
547,2024,Oktober,BWD,Bawang Daun,6,6,7,0,9,2,557.0,1279,6000,55700.0,127900,183600.0,13,10,0,True,2024-10-01,24.3,297.6,250.0,-0.8660254037844386,0.5000000000000001,95900.0,64366.666666666664,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
573,2024,November,BWD,Bawang Daun,5,3,4,0,1,5,120.0,782,6000,12000.0,78200,90200.0,7,11,0,False,2024-11-01,23.4,393.0,250.0,-0.5000000000000004,0.8660254037844384,183600.0,93166.66666666667,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
599,2024,Desember,BWD,Bawang Daun,7,3,8,0,5,17,767.0,905,6000,76700.0,90500,167200.0,11,12,0,True,2024-12-01,23.2,384.4,250.0,-2.4492935982947064e-16,1.0,90200.0,123233.33333333333,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
625,2025,Januari,BWD,Bawang Daun,9,1,0,0,2,10,180.0,0,5000,18000.0,0,18000.0,1,1,0,False,2025-01-01,22.8,282.1,250.0,0.49999999999999994,0.8660254037844387,167200.0,147000.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
651,2025,Februari,BWD,Bawang Daun,10,2,0,0,3,11,360.0,0,5500,36000.0,0,36000.0,2,2,0,False,2025-02-01,22.7,305.2,250.0,0.8660254037844386,0.5000000000000001,18000.0,91800.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
677,2025,Maret,BWD,Bawang Daun,11,3,0,0,2,10,540.0,0,5500,54000.0,0,54000.0,3,3,0,False,2025-03-01,23.2,316.2,250.0,1.0,6.123233995736766e-17,36000.0,73733.33333333333,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
703,2025,April,BWD,Bawang Daun,10,2,0,0,2,10,360.0,0,5500,36000.0,0,36000.0,2,4,0,False,2025-04-01,23.1,309.0,250.0,0.8660254037844387,-0.49999999999999983,54000.0,36000.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
729,2025,Mei,BWD,Bawang Daun,10,1,0,0,1,10,180.0,0,5500,18000.0,0,18000.0,1,5,0,False,2025-05-01,23.4,285.2,250.0,0.49999999999999994,-0.8660254037844387,36000.0,42000.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,val
755,2025,Juni,BWD,Bawang Daun,10,1,0,0,1,10,80.0,0,5500,8000.0,0,8000.0,1,6,0,False,2025-06-01,22.9,300.0,250.0,1.2246467991473532e-16,-1.0,18000.0,36000.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,val
781,2025,Juli,BWD,Bawang Daun,10,2,0,0,2,10,120.0,0,7500,12000.0,0,12000.0,2,7,0,False,2025-07-01,22.9,120.9,250.0,-0.4999999999999998,-0.8660254037844388,8000.0,20666.666666666668,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,val
807,2025,Agustus,BWD,Bawang Daun,10,2,0,0,2,10,140.0,0,6000,14000.0,0,14000.0,2,8,0,False,2025-08-01,22.9,114.7,250.0,-0.8660254037844384,-0.5000000000000004,12000.0,12666.666666666666,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,val
833,2025,September,BWD,Bawang Daun,10,2,0,0,2,10,160.0,0,8000,16000.0,0,16000.0,2,9,0,False,2025-09-01,23.5,177.0,250.0,-1.0,-1.8369701987210297e-16,14000.0,11333.333333333334,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,val
859,2025,Oktober,BWD,Bawang Daun,10,2,0,0,2,10,145.0,0,7000,14500.0,0,14500.0,2,10,0,False,2025-10-01,23.9,297.6,250.0,-0.8660254037844386,0.5000000000000001,16000.0,14000.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
885,2025,November,BWD,Bawang Daun,10,5,0,0,5,10,375.0,0,8000,37500.0,0,37500.0,5,11,0,False,2025-11-01,23.5,393.0,250.0,-0.5000000000000004,0.8660254037844384,14500.0,14833.333333333334,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
911,2025,Desember,BWD,Bawang Daun,10,3,0,0,3,10,240.0,0,8000,24000.0,0,24000.0,3,12,0,False,2025-12-01,23.2,384.4,250.0,-2.4492935982947064e-16,1.0,37500.0,22666.666666666668,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
937,2026,Januari,BWD,Bawang Daun,10,3,0,0,7,14,600.0,0,6000,60000.0,0,60000.0,3,1,0,False,2026-01-01,22.2,282.1,250.0,0.49999999999999994,0.8660254037844387,24000.0,25333.333333333332,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
965,2026,Februari,BWD,Bawang Daun,14,3,0,0,2,13,600.0,0,8000,60000.0,0,60000.0,3,2,0,False,2026-02-01,22.5,306.3,250.0,0.8660254037844386,0.5000000000000001,60000.0,40500.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
993,2026,Maret,BWD,Bawang Daun,13,3,0,0,6,16,600.0,0,10000,60000.0,0,60000.0,3,3,0,False,2026-03-01,23.0,315.8,250.0,1.0,6.123233995736766e-17,60000.0,48000.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
80,2023,April,BMR,Bawang Merah,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,4,1,False,2023-04-01,23.3,309.0,325.0,0.8660254037844387,-0.49999999999999983,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
106,2023,Mei,BMR,Bawang Merah,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,5,1,False,2023-05-01,23.6,285.2,325.0,0.49999999999999994,-0.8660254037844387,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
132,2023,Juni,BMR,Bawang Merah,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,6,1,False,2023-06-01,23.3,300.0,325.0,1.2246467991473532e-16,-1.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
158,2023,Juli,BMR,Bawang Merah,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,7,1,False,2023-07-01,23.0,120.9,325.0,-0.4999999999999998,-0.8660254037844388,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
184,2023,Agustus,BMR,Bawang Merah,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,8,1,False,2023-08-01,23.9,114.7,325.0,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
210,2023,September,BMR,Bawang Merah,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,9,1,False,2023-09-01,24.8,177.0,325.0,-1.0,-1.8369701987210297e-16,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
236,2023,Oktober,BMR,Bawang Merah,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,10,1,False,2023-10-01,25.6,297.6,325.0,-0.8660254037844386,0.5000000000000001,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
262,2023,November,BMR,Bawang Merah,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,11,1,False,2023-11-01,24.1,393.0,325.0,-0.5000000000000004,0.8660254037844384,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
288,2023,Desember,BMR,Bawang Merah,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,12,1,False,2023-12-01,23.9,384.4,325.0,-2.4492935982947064e-16,1.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
314,2024,Januari,BMR,Bawang Merah,0,0,0,0,2,2,0.0,0,35000,0.0,0,0.0,0,1,1,False,2024-01-01,23.4,282.1,325.0,0.49999999999999994,0.8660254037844387,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
340,2024,Februari,BMR,Bawang Merah,2,0,0,0,1,3,0.0,0,35000,0.0,0,0.0,0,2,1,False,2024-02-01,23.5,316.1,325.0,0.8660254037844386,0.5000000000000001,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
366,2024,Maret,BMR,Bawang Merah,3,2,0,0,1,2,300.0,0,35000,30000.0,0,30000.0,2,3,0,False,2024-03-01,23.4,316.2,325.0,1.0,6.123233995736766e-17,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
392,2024,April,BMR,Bawang Merah,16,8,7,0,2,2,1599.0,504,35000,159900.0,50400,210300.0,15,4,0,False,2024-04-01,24.0,309.0,325.0,0.8660254037844387,-0.49999999999999983,30000.0,10000.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
418,2024,Mei,BMR,Bawang Merah,0,0,0,0,0,0,0.0,0,35000,0.0,0,0.0,0,5,1,False,2024-05-01,24.2,285.2,325.0,0.49999999999999994,-0.8660254037844387,210300.0,80100.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
444,2024,Juni,BMR,Bawang Merah,0,0,0,0,0,0,0.0,0,35000,0.0,0,0.0,0,6,1,False,2024-06-01,23.3,300.0,325.0,1.2246467991473532e-16,-1.0,0.0,80100.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
470,2024,Juli,BMR,Bawang Merah,8,7,12,0,8,5,856.0,18,35000,85600.0,1800,87400.0,19,7,0,False,2024-07-01,22.9,120.9,325.0,-0.4999999999999998,-0.8660254037844388,0.0,70100.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
496,2024,Agustus,BMR,Bawang Merah,6,3,11,0,14,13,888.0,962,35000,88800.0,96200,185000.0,14,8,0,False,2024-08-01,23.8,114.7,325.0,-0.8660254037844384,-0.5000000000000004,87400.0,29133.333333333332,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
522,2024,September,BMR,Bawang Merah,4,1,11,0,11,11,1134.0,1425,35000,113400.0,142500,255900.0,12,9,0,False,2024-09-01,23.8,177.0,325.0,-1.0,-1.8369701987210297e-16,185000.0,90800.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
548,2024,Oktober,BMR,Bawang Merah,5,3,6,0,13,15,1320.0,78,35000,132000.0,7800,139800.0,9,10,0,False,2024-10-01,24.3,297.6,325.0,-0.8660254037844386,0.5000000000000001,255900.0,176100.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
574,2024,November,BMR,Bawang Merah,9,7,12,0,9,7,2.0,881,35000,200.0,88100,88300.0,19,11,0,False,2024-11-01,23.4,393.0,325.0,-0.5000000000000004,0.8660254037844384,139800.0,193566.66666666666,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
600,2024,Desember,BMR,Bawang Merah,4,1,12,0,13,8,670.0,1591,35000,67000.0,159100,226100.0,13,12,0,False,2024-12-01,23.2,384.4,325.0,-2.4492935982947064e-16,1.0,88300.0,161333.33333333334,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
626,2025,Januari,BMR,Bawang Merah,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,1,False,2025-01-01,22.8,282.1,325.0,0.49999999999999994,0.8660254037844387,226100.0,151400.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
652,2025,Februari,BMR,Bawang Merah,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,2,1,False,2025-02-01,22.7,305.2,325.0,0.8660254037844386,0.5000000000000001,0.0,104800.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
678,2025,Maret,BMR,Bawang Merah,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,3,1,False,2025-03-01,23.2,316.2,325.0,1.0,6.123233995736766e-17,0.0,75366.66666666667,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
704,2025,April,BMR,Bawang Merah,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,4,1,False,2025-04-01,23.1,309.0,325.0,0.8660254037844387,-0.49999999999999983,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
