No,Tahun,Bulan,Kode,Nama,Luas Tan Akhir Bulan Lalu,Luas Panen Habis,Luas Panen Belum Habis,Luas Rusak,Luas Tambah Tanam,Luas Tan Akhir,Produksi Habis (Kw),Produksi Belum Habis (Kw),Harga Jual Petani (Rp/Kg),Produksi_Habis_kg,Produksi_BelumHabis_kg,Produksi_kg,Luas_Panen_ha,Bulan_Angka,is_zero_produksi,is_outlier,Periode,Suhu_Rata,Curah_Hujan,Total_Pupuk_Kg,bulan_sin,bulan_cos,lag1_produksi,rolling3_produksi,komoditas_id,komoditas_oh_Bawang Daun,komoditas_oh_Bawang Merah,komoditas_oh_Bawang Putih,komoditas_oh_Bayam,komoditas_oh_Buncis,komoditas_oh_Cabai Besar,komoditas_oh_Cabai Keriting,komoditas_oh_Cabai Rawit,komoditas_oh_Jamur Lainnya,komoditas_oh_Jamur Merang,komoditas_oh_Jamur Tiram,komoditas_oh_Kacang Panjang,komoditas_oh_Kangkung,komoditas_oh_Kembang Kol,komoditas_oh_Kentang,komoditas_oh_Kubis,komoditas_oh_Labu Siam,komoditas_oh_Melon,komoditas_oh_Mentimun,komoditas_oh_Paprika,komoditas_oh_Petsai/Sawi,komoditas_oh_Semangka,komoditas_oh_Stroberi,komoditas_oh_Terung,komoditas_oh_Tomat,komoditas_oh_Wortel,split
768,2025,Juni,KBK,Kembang Kol,18,1,0,0,1,18,80.0,0,8000,8000.0,0,8000.0,1,6,0,False,2025-06-01,22.9,300.0,250.0,1.2246467991473532e-16,-1.0,36000.0,60000.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,val
794,2025,Juli,KBK,Kembang Kol,18,2,0,0,2,18,120.0,0,9000,12000.0,0,12000.0,2,7,0,False,2025-07-01,22.9,120.9,250.0,-0.4999999999999998,-0.8660254037844388,8000.0,38666.666666666664,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,val
820,2025,Agustus,KBK,Kembang Kol,18,2,0,0,2,18,150.0,0,9000,15000.0,0,15000.0,2,8,0,False,2025-08-01,22.9,114.7,250.0,-0.8660254037844384,-0.5000000000000004,12000.0,18666.666666666668,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,val
846,2025,September,KBK,Kembang Kol,18,3,0,0,3,18,210.0,0,6000,21000.0,0,21000.0,3,9,0,False,2025-09-01,23.5,177.0,250.0,-1.0,-1.8369701987210297e-16,15000.0,11666.666666666666,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,val
872,2025,Oktober,KBK,Kembang Kol,18,2,0,0,2,18,140.0,0,5000,14000.0,0,14000.0,2,10,0,False,2025-10-01,23.9,297.6,250.0,-0.8660254037844386,0.5000000000000001,21000.0,16000.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
898,2025,November,KBK,Kembang Kol,18,4,0,0,4,18,300.0,0,6000,30000.0,0,30000.0,4,11,0,False,2025-11-01,23.5,393.0,250.0,-0.5000000000000004,0.8660254037844384,14000.0,16666.666666666668,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
924,2025,Desember,KBK,Kembang Kol,18,2,0,0,2,18,160.0,0,6000,16000.0,0,16000.0,2,12,0,False,2025-12-01,23.2,384.4,250.0,-2.4492935982947064e-16,1.0,30000.0,21666.666666666668,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
951,2026,Januari,KBK,Kembang Kol,18,4,0,0,18,32,800.0,0,6000,80000.0,0,80000.0,4,1,0,False,2026-01-01,22.2,282.1,250.0,0.49999999999999994,0.8660254037844387,16000.0,20000.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
979,2026,Februari,KBK,Kembang Kol,32,4,0,0,5,33,800.0,0,5000,80000.0,0,80000.0,4,2,0,False,2026-02-01,22.5,306.3,250.0,0.8660254037844386,0.5000000000000001,80000.0,42000.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
1007,2026,Maret,KBK,Kembang Kol,33,8,0,0,3,28,1600.0,0,6000,160000.0,0,160000.0,8,3,0,False,2026-03-01,23.0,315.8,250.0,1.0,6.123233995736766e-17,80000.0,58666.666666666664,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
93,2023,April,KTG,Kentang,2,0,0,0,0,2,0.0,0,10750,0.0,0,0.0,0,4,1,False,2023-04-01,23.3,309.0,325.0,0.8660254037844387,-0.49999999999999983,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
119,2023,Mei,KTG,Kentang,2,0,0,0,0,2,0.0,0,10750,0.0,0,0.0,0,5,1,False,2023-05-01,23.6,285.2,325.0,0.49999999999999994,-0.8660254037844387,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
145,2023,Juni,KTG,Kentang,2,0,0,0,0,2,0.0,0,10750,0.0,0,0.0,0,6,1,False,2023-06-01,23.3,300.0,325.0,1.2246467991473532e-16,-1.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
171,2023,Juli,KTG,Kentang,2,1,0,0,1,2,90.0,0,13000,9000.0,0,9000.0,1,7,0,False,2023-07-01,23.0,120.9,325.0,-0.4999999999999998,-0.8660254037844388,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
197,2023,Agustus,KTG,Kentang,2,1,0,0,1,2,90.0,0,10000,9000.0,0,9000.0,1,8,0,False,2023-08-01,23.9,114.7,325.0,-0.8660254037844384,-0.5000000000000004,9000.0,3000.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
223,2023,September,KTG,Kentang,2,1,0,0,1,2,80.0,0,10000,8000.0,0,8000.0,1,9,0,False,2023-09-01,24.8,177.0,325.0,-1.0,-1.8369701987210297e-16,9000.0,6000.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
249,2023,Oktober,KTG,Kentang,2,1,0,0,1,2,90.0,0,10000,9000.0,0,9000.0,1,10,0,False,2023-10-01,25.6,297.6,325.0,-0.8660254037844386,0.5000000000000001,8000.0,8666.666666666666,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
275,2023,November,KTG,Kentang,2,0,0,0,0,2,0.0,0,10750,0.0,0,0.0,0,11,1,False,2023-11-01,24.1,393.0,325.0,-0.5000000000000004,0.8660254037844384,9000.0,8666.666666666666,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
301,2023,Desember,KTG,Kentang,2,0,0,0,0,2,0.0,0,10750,0.0,0,0.0,0,12,1,False,2023-12-01,23.9,384.4,325.0,-2.4492935982947064e-16,1.0,0.0,5666.666666666667,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
327,2024,Januari,KTG,Kentang,2,2,0,0,0,0,400.0,0,8000,40000.0,0,40000.0,2,1,0,False,2024-01-01,23.4,282.1,325.0,0.49999999999999994,0.8660254037844387,0.0,3000.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
353,2024,Februari,KTG,Kentang,0,0,0,0,0,0,0.0,0,8000,0.0,0,0.0,0,2,1,False,2024-02-01,23.5,316.1,325.0,0.8660254037844386,0.5000000000000001,40000.0,13333.333333333334,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
379,2024,Maret,KTG,Kentang,0,0,0,0,0,0,0.0,0,8000,0.0,0,0.0,0,3,1,False,2024-03-01,23.4,316.2,325.0,1.0,6.123233995736766e-17,0.0,13333.333333333334,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
405,2024,April,KTG,Kentang,11,2,3,0,1,1,583.0,242,8000,58300.0,24200,82500.0,5,4,0,False,2024-04-01,24.0,309.0,325.0,0.8660254037844387,-0.49999999999999983,0.0,13333.333333333334,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
431,2024,Mei,KTG,Kentang,18,5,9,0,16,18,442.0,474,8000,44200.0,47400,91600.0,14,5,0,False,2024-05-01,24.2,285.2,325.0,0.49999999999999994,-0.8660254037844387,82500.0,27500.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
457,2024,Juni,KTG,Kentang,16,6,5,0,5,3,1014.0,1205,8000,101400.0,120500,221900.0,11,6,0,False,2024-06-01,23.3,300.0,325.0,1.2246467991473532e-16,-1.0,91600.0,58033.333333333336,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
483,2024,Juli,KTG,Kentang,11,6,4,0,5,19,1349.0,672,8000,134900.0,67200,202100.0,10,7,0,False,2024-07-01,22.9,120.9,325.0,-0.4999999999999998,-0.8660254037844388,221900.0,132000.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
509,2024,Agustus,KTG,Kentang,8,1,9,0,1,13,897.0,1200,8000,89700.0,120000,209700.0,10,8,0,False,2024-08-01,23.8,114.7,325.0,-0.8660254037844384,-0.5000000000000004,202100.0,171866.66666666666,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
535,2024,September,KTG,Kentang,13,1,14,0,16,8,823.0,977,8000,82300.0,97700,180000.0,15,9,0,False,2024-09-01,23.8,177.0,325.0,-1.0,-1.8369701987210297e-16,209700.0,211233.33333333334,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
561,2024,Oktober,KTG,Kentang,13,1,7,0,6,8,1131.0,1478,8000,113100.0,147800,260900.0,8,10,0,False,2024-10-01,24.3,297.6,325.0,-0.8660254037844386,0.5000000000000001,180000.0,197266.66666666666,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
587,2024,November,KTG,Kentang,8,6,4,0,9,16,1549.0,256,8000,154900.0,25600,180500.0,10,11,0,False,2024-11-01,23.4,393.0,325.0,-0.5000000000000004,0.8660254037844384,260900.0,216866.66666666666,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
613,2024,Desember,KTG,Kentang,16,8,7,0,12,18,196.0,618,8000,19600.0,61800,81400.0,15,12,0,False,2024-12-01,23.2,384.4,325.0,-2.4492935982947064e-16,1.0,180500.0,207133.33333333334,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
639,2025,Januari,KTG,Kentang,1,0,0,0,0,1,0.0,0,0,0.0,0,0.0,0,1,1,False,2025-01-01,22.8,282.1,325.0,0.49999999999999994,0.8660254037844387,81400.0,174266.66666666666,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
665,2025,Februari,KTG,Kentang,1,0,0,0,1,2,0.0,0,0,0.0,0,0.0,0,2,1,False,2025-02-01,22.7,305.2,325.0,0.8660254037844386,0.5000000000000001,0.0,87300.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
691,2025,Maret,KTG,Kentang,2,0,0,0,0,2,0.0,0,0,0.0,0,0.0,0,3,1,False,2025-03-01,23.2,316.2,325.0,1.0,6.123233995736766e-17,0.0,27133.333333333332,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
717,2025,April,KTG,Kentang,2,0,0,0,0,2,0.0,0,0,0.0,0,0.0,0,4,1,False,2025-04-01,23.1,309.0,325.0,0.8660254037844387,-0.49999999999999983,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
743,2025,Mei,KTG,Kentang,2,0,0,0,0,2,0.0,0,0,0.0,0,0.0,0,5,1,False,2025-05-01,23.4,285.2,325.0,0.49999999999999994,-0.8660254037844387,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,val
769,2025,Juni,KTG,Kentang,2,0,0,0,0,2,0.0,0,0,0.0,0,0.0,0,6,1,False,2025-06-01,22.9,300.0,325.0,1.2246467991473532e-16,-1.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,val
795,2025,Juli,KTG,Kentang,2,1,0,0,1,2,90.0,0,13000,9000.0,0,9000.0,1,7,0,False,2025-07-01,22.9,120.9,325.0,-0.4999999999999998,-0.8660254037844388,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,val
821,2025,Agustus,KTG,Kentang,2,1,0,0,1,2,90.0,0,10000,9000.0,0,9000.0,1,8,0,False,2025-08-01,22.9,114.7,325.0,-0.8660254037844384,-0.5000000000000004,9000.0,3000.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,val
847,2025,September,KTG,Kentang,2,1,0,0,1,2,80.0,0,10000,8000.0,0,8000.0,1,9,0,False,2025-09-01,23.5,177.0,325.0,-1.0,-1.8369701987210297e-16,9000.0,6000.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,val
873,2025,Oktober,KTG,Kentang,2,1,0,0,1,2,90.0,0,10000,9000.0,0,9000.0,1,10,0,False,2025-10-01,23.9,297.6,325.0,-0.8660254037844386,0.5000000000000001,8000.0,8666.666666666666,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
899,2025,November,KTG,Kentang,2,0,0,0,0,2,0.0,0,0,0.0,0,0.0,0,11,1,False,2025-11-01,23.5,393.0,325.0,-0.5000000000000004,0.8660254037844384,9000.0,8666.666666666666,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
925,2025,Desember,KTG,Kentang,2,0,0,0,0,2,0.0,0,0,0.0,0,0.0,0,12,1,False,2025-12-01,23.2,384.4,325.0,-2.4492935982947064e-16,1.0,0.0,5666.666666666667,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
952,2026,Januari,KTG,Kentang,2,2,0,0,0,0,400.0,0,8000,40000.0,0,40000.0,2,1,0,False,2026-01-01,22.2,282.1,325.0,0.49999999999999994,0.8660254037844387,0.0,3000.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
980,2026,Februari,KTG,Kentang,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,2,1,False,2026-02-01,22.5,306.3,325.0,0.8660254037844386,0.5000000000000001,40000.0,13333.333333333334,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
1008,2026,Maret,KTG,Kentang,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,3,1,False,2026-03-01,23.0,315.8,325.0,1.0,6.123233995736766e-17,0.0,13333.333333333334,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test
94,2023,April,KBS,Kubis,9,0,0,0,0,9,0.0,0,2437,0.0,0,0.0,0,4,1,False,2023-04-01,23.3,309.0,250.0,0.8660254037844387,-0.49999999999999983,0.0,26666.666666666668,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
120,2023,Mei,KBS,Kubis,9,0,0,0,0,9,0.0,0,2437,0.0,0,0.0,0,5,1,False,2023-05-01,23.6,285.2,250.0,0.49999999999999994,-0.8660254037844387,0.0,8000.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
146,2023,Juni,KBS,Kubis,9,0,0,0,0,9,0.0,0,2437,0.0,0,0.0,0,6,1,False,2023-06-01,23.3,300.0,250.0,1.2246467991473532e-16,-1.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
172,2023,Juli,KBS,Kubis,9,2,0,0,2,9,130.0,0,4000,13000.0,0,13000.0,2,7,0,False,2023-07-01,23.0,120.9,250.0,-0.4999999999999998,-0.8660254037844388,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
198,2023,Agustus,KBS,Kubis,9,1,0,0,1,9,80.0,0,2500,8000.0,0,8000.0,1,8,0,False,2023-08-01,23.9,114.7,250.0,-0.8660254037844384,-0.5000000000000004,13000.0,4333.333333333333,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
224,2023,September,KBS,Kubis,9,2,0,0,2,9,140.0,0,2000,14000.0,0,14000.0,2,9,0,False,2023-09-01,24.8,177.0,250.0,-1.0,-1.8369701987210297e-16,8000.0,7000.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
250,2023,Oktober,KBS,Kubis,9,1,0,0,1,9,70.0,0,2500,7000.0,0,7000.0,1,10,0,False,2023-10-01,25.6,297.6,250.0,-0.8660254037844386,0.5000000000000001,14000.0,11666.666666666666,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
276,2023,November,KBS,Kubis,9,2,0,0,2,9,150.0,0,2000,15000.0,0,15000.0,2,11,0,False,2023-11-01,24.1,393.0,250.0,-0.5000000000000004,0.8660254037844384,7000.0,9666.666666666666,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
302,2023,Desember,KBS,Kubis,9,2,0,0,2,9,160.0,0,2000,16000.0,0,16000.0,2,12,0,False,2023-12-01,23.9,384.4,250.0,-2.4492935982947064e-16,1.0,15000.0,12000.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
328,2024,Januari,KBS,Kubis,9,3,0,0,5,11,600.0,0,4000,60000.0,0,60000.0,3,1,0,False,2024-01-01,23.4,282.1,250.0,0.49999999999999994,0.8660254037844387,16000.0,12666.666666666666,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
354,2024,Februari,KBS,Kubis,11,3,0,0,5,13,600.0,0,4000,60000.0,0,60000.0,3,2,0,False,2024-02-01,23.5,316.1,250.0,0.8660254037844386,0.5000000000000001,60000.0,30333.333333333332,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
380,2024,Maret,KBS,Kubis,13,5,0,0,3,11,1000.0,0,5000,100000.0,0,100000.0,5,3,0,False,2024-03-01,23.4,316.2,250.0,1.0,6.123233995736766e-17,60000.0,45333.333333333336,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
406,2024,April,KBS,Kubis,9,8,3,0,15,18,1461.0,320,2000,146100.0,32000,178100.0,11,4,0,False,2024-04-01,24.0,309.0,250.0,0.8660254037844387,-0.49999999999999983,100000.0,73333.33333333333,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
432,2024,Mei,KBS,Kubis,5,1,14,0,13,11,597.0,1351,2000,59700.0,135100,194800.0,15,5,0,False,2024-05-01,24.2,285.2,250.0,0.49999999999999994,-0.8660254037844387,178100.0,112700.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
458,2024,Juni,KBS,Kubis,9,6,1,0,9,0,937.0,982,2000,93700.0,98200,191900.0,7,6,0,False,2024-06-01,23.3,300.0,250.0,1.2246467991473532e-16,-1.0,194800.0,157633.33333333334,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
