Nama,Periode,split,aktual,prediksi
Kacang Panjang,2026-01-01,Test,0.0,154.54376
Kacang Panjang,2026-02-01,Test,8000.0005,523.87177
Kacang Panjang,2026-03-01,Test,23999.998,598.54895
Kangkung,2025-10-01,Test,0.0,17110.537
Kangkung,2025-11-01,Test,30000.02,20300.395
Kangkung,2025-12-01,Test,0.0,15363.704
Kangkung,2026-01-01,Test,39999.996,5257.8433
Kangkung,2026-02-01,Test,1999.9999,12075.857
Kangkung,2026-03-01,Test,32000.01,2863.5322
Kembang Kol,2025-10-01,Test,14000.007,66986.0
Kembang Kol,2025-11-01,Test,30000.02,94540.78
Kembang Kol,2025-12-01,Test,16000.001,95954.83
Kembang Kol,2026-01-01,Test,79999.96,72103.82
Kembang Kol,2026-02-01,Test,79999.96,49147.6
Kembang Kol,2026-03-01,Test,159999.94,25699.297
Kentang,2025-10-01,Test,9000.001,21715.865
Kentang,2025-11-01,Test,0.0,39611.754
Kentang,2025-12-01,Test,0.0,32985.54
Kentang,2026-01-01,Test,39999.996,13706.125
Kentang,2026-02-01,Test,0.0,2900.4277
Kentang,2026-03-01,Test,0.0,2894.002
Kubis,2025-10-01,Test,7000.001,47134.223
Kubis,2025-11-01,Test,15000.004,70645.62
Kubis,2025-12-01,Test,16000.001,74774.49
Kubis,2026-01-01,Test,59999.98,57355.824
Kubis,2026-02-01,Test,59999.98,41893.453
Kubis,2026-03-01,Test,100000.016,23417.996
Labu Siam,2025-10-01,Test,21000.01,33953.594
Labu Siam,2025-11-01,Test,112499.984,49344.633
Labu Siam,2025-12-01,Test,8000.0005,59576.54
Labu Siam,2026-01-01,Test,299999.9,52185.266
Labu Siam,2026-02-01,Test,100000.016,36545.754
Labu Siam,2026-03-01,Test,319999.8,15564.329
Mentimun,2025-10-01,Test,0.0,49.103832
Mentimun,2025-11-01,Test,30000.02,12981.171
Mentimun,2025-12-01,Test,0.0,14169.915
Mentimun,2026-01-01,Test,79999.96,4716.6235
Mentimun,2026-02-01,Test,30000.02,11629.319
Mentimun,2026-03-01,Test,59999.98,3103.0452
Paprika,2025-10-01,Test,21000.01,38066.85
Paprika,2025-11-01,Test,134000.06,53481.508
Paprika,2025-12-01,Test,0.0,60510.2
Paprika,2026-01-01,Test,340000.0,44921.996
Paprika,2026-02-01,Test,140000.06,21496.184
Paprika,2026-03-01,Test,360000.1,4861.9375
Petsai/Sawi,2025-10-01,Test,0.0,2.1024663
Petsai/Sawi,2025-11-01,Test,0.0,42.33591
Petsai/Sawi,2025-12-01,Test,0.0,5030.579
Petsai/Sawi,2026-01-01,Test,20000.004,327.093
Petsai/Sawi,2026-02-01,Test,39999.996,1189.6521
Petsai/Sawi,2026-03-01,Test,59999.98,3656.8098
Terung,2025-10-01,Test,28000.014,22378.34
Terung,2025-11-01,Test,112499.984,45788.92
Terung,2025-12-01,Test,39999.996,63604.086
Terung,2026-01-01,Test,225000.02,60434.53
Terung,2026-02-01,Test,59999.98,42804.414
Terung,2026-03-01,Test,319999.8,19530.62
Tomat,2025-10-01,Test,28000.014,40496.06
Tomat,2025-11-01,Test,97500.055,55621.043
Tomat,2025-12-01,Test,16000.001,74573.31
Tomat,2026-01-01,Test,260000.06,63340.07
Tomat,2026-02-01,Test,79999.96,42819.43
Tomat,2026-03-01,Test,260000.06,19428.2
Wortel,2025-10-01,Test,0.0,1.4487988
Wortel,2025-11-01,Test,0.0,3.3701763
Wortel,2025-12-01,Test,0.0,39.001343
Wortel,2026-01-01,Test,1499.9998,636.93756
Wortel,2026-02-01,Test,15000.004,3509.1658
Wortel,2026-03-01,Test,15000.004,5166.027
